"lang"
{
	"Language"	"schinese"
		// ------------------------
		// Items
		// ------------------------
		"DOTA_Tooltip_ability_item_example_item"	"Shield Blaster"
		"DOTA_Tooltip_ability_item_example_item_Description"	"Gives the caster a 50 damage reduction for 4 seconds while firing a projectile that deals damage 125 PURE damage to any enemy it hits."
		"DOTA_Tooltip_ability_item_example_item_Lore"	""
		"DOTA_Tooltip_ability_item_example_item_duration"	"DURATION:"
		"DOTA_Tooltip_ability_item_example_item_damage_reduction"	"DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_item_example_item_radius"	"PROJECTILE RADIUS:"
		"DOTA_Tooltip_ability_item_example_item_speed"	"PROJECTILE SPEED:"
		"DOTA_Tooltip_ability_item_example_item_distance"	"DISTANCE:"
		"DOTA_Tooltip_ability_item_example_item_damage"	"DAMAGE:"
		"DOTA_Tooltip_ability_item_example_item"	"example_item"
		"DOTA_Tooltip_ability_item_cake"	"星星挂坠"
		"DOTA_Tooltip_ability_item_cake_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_baozi"	"信仰挂坠"
		"DOTA_Tooltip_ability_item_baozi_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_juice"	"无色水晶"
		"DOTA_Tooltip_ability_item_juice_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_sake"	"七色水晶"
		"DOTA_Tooltip_ability_item_sake_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_broom"	"魔法使扫把"
		"DOTA_Tooltip_ability_item_broom_bonus_movement_speed"	"+$move_speed"
		"DOTA_Tooltip_ability_item_wind_amulet"	"天狗护符"
		"DOTA_Tooltip_ability_item_wind_amulet_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_zun_hat"	"贤者之石"
		"DOTA_Tooltip_ability_item_zun_hat_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_zun_hat_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_bird"	"闪耀的宝玉"
		"DOTA_Tooltip_ability_item_bird_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_glue"	"艾哲红石"
		"DOTA_Tooltip_ability_item_glue_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_candle"	"大地要石"
		"DOTA_Tooltip_ability_item_candle_bonus_evasion"	"%+$evasion"
		"DOTA_Tooltip_ability_item_flask"	"思兼生命药"
		"DOTA_Tooltip_ability_item_flask_Description"	"<h1>使用：药膏</h1>向目标提供%health_regen%点/秒生命恢复，持续%buff_duration%秒。<br><br>受到敌方英雄或肉山攻击时效果会被驱散。<br><br>对友军施放距离：%abilitycastrange%"
		"DOTA_Tooltip_ability_item_flask_Lore"	"八意永琳特制的一种恢复药，即使是濒死的患者也能复原如初。"
		"DOTA_Tooltip_ability_item_flask_note0" "与DotA不同，该物品在队友间完全共享。"
		"DOTA_Tooltip_ability_item_clarity"	"雾雨魔力瓶"
		"DOTA_Tooltip_ability_item_clarity_Description"	"<h1>使用：回魔</h1>向目标提供%mana_regen%点/秒魔法恢复，持续%buff_duration%秒。<br><br>受到敌方英雄或肉山攻击时效果会被驱散。<br><br>对友军施放距离：%abilitycastrange%"
		"DOTA_Tooltip_ability_item_clarity_Lore"	"魔法使们常用其来加强冥想能力."
		"DOTA_Tooltip_ability_item_clarity_note0" "与DotA不同，该物品在队友间完全共享。"
		"DOTA_Tooltip_ability_item_ticket"	"间隙通行证"
		"DOTA_Tooltip_ability_item_ticket_Description"	"使用：传送 - 将你传送到一个指定的友方建筑。双击将直接传送至己方泉水。"
		"DOTA_Tooltip_ability_item_ticket_Lore"	"咪叽，有了这个票就可以便利的到达朋友的家了哦！"
		"DOTA_Tooltip_Ability_item_tpscroll"		"间隙通行证"
		"DOTA_Tooltip_ability_item_tpscroll_Lore"	"咪叽，有了这个票就可以便利的到达朋友的家了哦！"
		"DOTA_Tooltip_ability_item_gem"	"鸦天狗"
		"DOTA_Tooltip_ability_item_gem_Description"	"<h1>被动：真实视域</h1> 携带者自身和周围友方单位可以看见%radius%范围内的隐身单位和守卫。\n<h1>被动：永恒</h1><font color='#e03e2e'>死亡后掉落，而且不能被摧毁。</font>"
		"DOTA_Tooltip_ability_item_gem_Lore"	"传说中嗅觉异常灵敏的天狗可以看到平时看不到的东西哦！带一只天狗出门不再怕被偷袭了！"
		"DOTA_Tooltip_ability_item_gem_radius"	"有效范围："
		"DOTA_Tooltip_ability_item_cucumber"	"四叶草"
		"DOTA_Tooltip_ability_item_cucumber_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_mushroom"	"新月头饰"
		"DOTA_Tooltip_ability_item_mushroom_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_ice_block"	"冰精结晶"
		"DOTA_Tooltip_ability_item_ice_block_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_cherry_branch"	"练习手套"
		"DOTA_Tooltip_ability_item_cherry_branch_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_cherry_leaf"	"鬼天王腰带"
		"DOTA_Tooltip_ability_item_cherry_leaf_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_paper_mask"	"白狼天狗巨刃"
		"DOTA_Tooltip_ability_item_paper_mask_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_catnip"	"妖精发带"
		"DOTA_Tooltip_ability_item_catnip_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_cat_ear"	"妖精之翼"
		"DOTA_Tooltip_ability_item_cat_ear_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_cat_foot"	"妖精之刃"
		"DOTA_Tooltip_ability_item_cat_foot_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_cookbook"	"灵符"
		"DOTA_Tooltip_ability_item_cookbook_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_magic_guide_book"	"初阶魔法书"
		"DOTA_Tooltip_ability_item_magic_guide_book_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_rocket_diagram"	"高阶魔法书"
		"DOTA_Tooltip_ability_item_rocket_diagram_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_knife"	"铁质短刀"
		"DOTA_Tooltip_ability_item_knife_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_scissors"	"西洋剑"
		"DOTA_Tooltip_ability_item_scissors_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_hammer"	"铁锤"
		"DOTA_Tooltip_ability_item_hammer_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_screw_driver"	"封魔针"
		"DOTA_Tooltip_ability_item_screw_driver_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_stool"	"小凳子"
		"DOTA_Tooltip_ability_item_stool_bonus_damage"	"+$damage"
		"DOTA_Tooltip_Ability_item_wrench"	"太刀"
		"DOTA_Tooltip_Ability_item_wrench_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_silver_knife"	"魔术师银匕首"
		"DOTA_Tooltip_ability_item_silver_knife_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_recipe_lesser_crit"	"死神渡河船桨制作书"
		"DOTA_Tooltip_ability_item_quant"	"死神渡河船桨"
		"DOTA_Tooltip_ability_item_quant_Description"	"<h1>被动：致命一击</h1>每次攻击时有%crit_chance%%%概率造成%crit_mult%%%伤害。"
		"DOTA_Tooltip_ability_item_quant_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_recipe_sampan"	"楼观剑制作书"
		"DOTA_Tooltip_ability_item_sampan"	"楼观剑"
		"DOTA_Tooltip_ability_item_sampan_Description"	"<h1>被动：致命一击</h1>每次攻击时有%crit_chance%%%概率造成%crit_mult%%%伤害。"
		"DOTA_Tooltip_ability_item_sampan_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_aunt_clothes"	"秘银戒指"
		"DOTA_Tooltip_ability_item_aunt_clothes_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_aunt_clothes_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_sailor_suit"	"妖精之服"
		"DOTA_Tooltip_ability_item_sailor_suit_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_swimming_suit"	"恶魔洋装"
		"DOTA_Tooltip_ability_item_swimming_suit_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_pant"	"魔女之裙"
		"DOTA_Tooltip_ability_item_pant_bonus_magical_armor"	"+$spell_resist"
		"DOTA_Tooltip_ability_item_hunting_cap"	"魔女披风"
		"DOTA_Tooltip_ability_item_hunting_cap_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_hunting_cap_bonus_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_hunting_cap_bonus_magical_armor"	"+$spell_resist"
		"DOTA_Tooltip_ability_item_bra"	"木盾"
		"DOTA_Tooltip_ability_item_bra_Description"	"<h1>被动：伤害格挡</h1>拥有%block_chance%%%的概率格挡%damage_block%点伤害。"
		"DOTA_Tooltip_Ability_item_bra_lore"		"铁奶罩！"
		"DOTA_Tooltip_ability_item_bra_Note0"		"桃花岛的伤害格挡，可以减少来自所有单位类型的普通攻击伤害，包括守卫。"
		"DOTA_Tooltip_ability_item_bra_Note1"		"<br>当装备有哨戒天狗护盾木盾时，木盾完全失效。"
		"DOTA_Tooltip_Ability_item_pad"	"哨戒天狗护盾"
		"DOTA_Tooltip_Ability_item_pad_Description"	"<h1>被动：伤害格挡</h1>拥有%block_chance%%%的概率格挡%damage_block%点伤害。（远程英雄格挡伤害值降低10点）"
		"DOTA_Tooltip_Ability_item_pad_lore"		"我胸大我来扛！"
		"DOTA_Tooltip_ability_item_pad_Note0"		"桃花岛的伤害格挡，可以减少来自所有单位类型的普通攻击伤害，包括守卫。"
		"DOTA_Tooltip_Ability_item_pad_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_Ability_item_pad_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_god_hand"	"伊吹瓢"
		"DOTA_Tooltip_ability_item_god_hand_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_tengu_fan"	"天狗羽扇"
		"DOTA_Tooltip_ability_item_tengu_fan_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_gran_grimoire"	"西洋魔法书"
		"DOTA_Tooltip_ability_item_gran_grimoire_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_rapier"	"天丛云剑"
		"DOTA_Tooltip_ability_item_rapier_Description"	"<h1>被动：永恒</h1> <font color='#e03e2e'>死亡后掉落，而且无法被摧毁。</font> <br><br>当拥有者的队友拾取后，仅在返还给拥有者后才会有效。一旦被敌人拾取，天丛云剑将不再受此限制，信使无法拾取掉落的天丛云剑。"
		"DOTA_Tooltip_ability_item_rapier_Lore"	"天丛云剑的存在是永恒的，不会被摧毁"
		"DOTA_Tooltip_ability_item_rapier_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_rapier_Note0"		"如果天丛云剑掉落后被拥有者的敌人拾取，那么只有在敌人死亡后才会再次掉落。"
		"DOTA_Tooltip_ability_item_recipe_camera"	"高科技相机制作书"
		"DOTA_Tooltip_ability_item_recipe_camera_Description"	"将两个天狗羽扇合成到高科技相机的卷轴"
		"DOTA_Tooltip_ability_item_camera"	"高科技相机"
		"DOTA_Tooltip_ability_item_camera_Description"	"<h1>被动：取材</h1>每次普通攻击有%damage_chance%%%几率造成敌方最大生命值%damage_health_percent%%%的魔法伤害。"
		"DOTA_Tooltip_ability_item_camera_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_camera_note0"	"对建筑的攻击无法触发。<br>幻象的攻击无法触发。"
		"DOTA_Tooltip_ability_item_recipe_mushroom_kebab"	"红魔挂件制作书"
		"DOTA_Tooltip_ability_item_recipe_mushroom_kebab_Description"	"将新月头饰和练习手套合成为红魔挂件的卷轴"
		"DOTA_Tooltip_ability_item_mushroom_kebab"	"红魔挂件"
		"DOTA_Tooltip_ability_item_mushroom_kebab_Description"	"<h1>使用：红魔强化</h1>永久增加%increase_strength%点力量，使用后物品将会消失。"
		"DOTA_Tooltip_ability_item_mushroom_kebab_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_mushroom_kebab_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_mushroom_kebab_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_recipe_mushroom_pie"	"妖精护符制作书"
		"DOTA_Tooltip_ability_item_mushroom_pie"	"妖精护符"
		"DOTA_Tooltip_ability_item_mushroom_pie_Description"	"<h1>使用：妖精强化</h1>永久增加%increase_agility%点敏捷，使用后物品将会消失。"
		"DOTA_Tooltip_ability_item_mushroom_pie_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_mushroom_pie_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_mushroom_pie_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_recipe_mushroom_soup"	"魔力灵符制作书"
		"DOTA_Tooltip_ability_item_mushroom_soup"	"魔力灵符"
		"DOTA_Tooltip_ability_item_mushroom_soup_Description"	"<h1>使用：魔力强化</h1>永久增加%increase_intellect%点智力，使用后物品将会消失。"
		"DOTA_Tooltip_ability_item_mushroom_soup_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_mushroom_soup_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_mushroom_soup_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_recipe_wind_gun"	"河童的冲锋手枪制作书"
		"DOTA_Tooltip_ability_item_wind_gun"	"河童的冲锋手枪"
		"DOTA_Tooltip_ability_item_wind_gun_Description"	"<h1>被动：压制</h1>对非英雄单位进行物理攻击会造成额外%physical_damage%点伤害。"
		"DOTA_Tooltip_ability_item_wind_gun_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_wind_gun_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_wind_gun_note0"	"压制效果可以对己方单位生效。"
		"DOTA_Tooltip_ability_item_recipe_luna_chip"	"月之碎片制作书"
		"DOTA_Tooltip_ability_item_luna_chip"	"月之碎片"
		"DOTA_Tooltip_ability_item_luna_chip_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_luna_chip_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_frog"	"伊奘诺物质"
		"DOTA_Tooltip_ability_item_frog_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_frog_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_recipe_donation_box"	"博丽供奉箱制作书"
		"DOTA_Tooltip_ability_item_donation_box"	"博丽供奉箱"
		"DOTA_Tooltip_ability_item_donation_box_Description"	"<h1>主动：供奉</h1>将敌方普通单位换算成金钱，获得额外%bonus_gold%金钱，并获得180点经验。\n获得的金钱是不可靠金钱。"
		"DOTA_Tooltip_ability_item_donation_box_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_donation_box_note0"	"目前使用成功后的显示效果会产生歧义，施法者头上跳出+100，被击杀者赏金数额也加了100。<br>实际效果只会让施法者获得额外100金钱。"
		"DOTA_Tooltip_ability_item_recipe_donation_gem"	"纳税用阴阳玉制作书"
		"DOTA_Tooltip_ability_item_donation_gem"	"纳税用阴阳玉"
		"DOTA_Tooltip_ability_item_donation_gem_Description"	"<h1>被动：纳税</h1>杀死敌方单位后有%bonus_gold_chance%%%几率获得额外%bonus_gold%金钱，效果有1秒内置冷却时间。\n获得的金钱是不可靠金钱。"
		"DOTA_Tooltip_ability_item_donation_gem_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_donation_gem_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_donation_gem_note0"	"击杀任何目标都会触发，比如建筑，信使，守卫。"
		"DOTA_Tooltip_ability_item_recipe_watermelon"	"半灵练习剑制作书"
		"DOTA_Tooltip_ability_item_watermelon"	"半灵练习剑"
		"DOTA_Tooltip_ability_item_watermelon_Description"	"<h1>被动：削铁如泥</h1>攻击将降低目标%corruption_armor%点护甲，持续%corruption_duration%秒。"
		"DOTA_Tooltip_ability_item_watermelon_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_watermelon_note0"	"效果可以驱散。<br>同种装备减甲效果不叠加，不同装备减甲效果完全叠加。"
		"DOTA_Tooltip_ability_item_recipe_cirno_claymore"	"白楼剑制作书"
		"DOTA_Tooltip_ability_item_cirno_claymore"	"白楼剑"
		"DOTA_Tooltip_ability_item_cirno_claymore_Description"	"<h1>被动：削铁如泥·改</h1>攻击将降低目标%corruption_armor%点护甲，持续%corruption_duration%秒。"
		"DOTA_Tooltip_ability_item_cirno_claymore_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_cirno_claymore_note0"	"效果可以驱散。<br>同种装备减甲效果不叠加，不同装备减甲效果完全叠加。"
		"DOTA_Tooltip_ability_item_recipe_smash_stick"	"月兔的粉碎之锤制作书"
		"DOTA_Tooltip_ability_item_smash_stick"	"月兔的粉碎之锤"
		"DOTA_Tooltip_ability_item_smash_stick_Description"	"<h1>被动：重击</h1>近战英雄的攻击有%stun_chance%%%的概率击晕目标%stun_duration_melee%秒。远程英雄的击晕时间为%stun_duration_ranged%秒。"
		"DOTA_Tooltip_ability_item_smash_stick_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_smash_stick_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_smash_stick_note0"	"对建筑的攻击无法触发。<br>幻象的攻击无法触发。"
		"DOTA_Tooltip_ability_item_recipe_rocket"	"红魔火箭制作书-1级"
		"DOTA_Tooltip_ability_item_recipe_rocket_2"	"红魔火箭制作书-2级"
		"DOTA_Tooltip_ability_item_recipe_rocket_3"	"红魔火箭制作书-3级"
		"DOTA_Tooltip_ability_item_recipe_rocket_4"	"红魔火箭制作书-4级"
		"DOTA_Tooltip_ability_item_recipe_rocket_5"	"红魔火箭制作书-5级"
		"DOTA_Tooltip_ability_item_rocket"	"红魔火箭"
		"DOTA_Tooltip_ability_item_rocket_Description"	"<h1>主动：红魔火箭</h1>向目标发射火箭造成伤害并击晕，可升级。<br><br>施法距离：%AbilityCastRange%<br>火箭飞行速率：800"
